Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_24_65,VGND,li1,38.1800,76.1600,0.000000
FILLER_24_53,VGND,li1,32.6600,76.1600,0.000000
FILLER_24_41,VGND,li1,27.1400,76.1600,0.000000
FILLER_24_29,VGND,li1,21.6200,76.1600,0.000000
FILLER_24_27,VGND,li1,18.1700,76.1600,0.000000
FILLER_24_15,VGND,li1,15.1800,76.1600,0.000000
FILLER_24_3,VGND,li1,9.6600,76.1600,0.000000
FILLER_23_181,VGND,li1,89.0100,76.1600,0.000000
FILLER_23_169,VGND,li1,86.0200,76.1600,0.000000
FILLER_23_167,VGND,li1,82.5700,76.1600,0.000000
FILLER_23_161,VGND,li1,80.9600,76.1600,0.000000
FILLER_23_149,VGND,li1,76.8200,76.1600,0.000000
FILLER_23_137,VGND,li1,71.3000,76.1600,0.000000
FILLER_23_125,VGND,li1,65.7800,76.1600,0.000000
FILLER_23_113,VGND,li1,60.2600,76.1600,0.000000
FILLER_23_111,VGND,li1,56.8100,76.1600,0.000000
FILLER_23_105,VGND,li1,55.2000,76.1600,0.000000
FILLER_23_93,VGND,li1,51.0600,76.1600,0.000000
FILLER_23_81,VGND,li1,45.5400,76.1600,0.000000
FILLER_23_69,VGND,li1,40.0200,76.1600,0.000000
FILLER_23_57,VGND,li1,34.5000,76.1600,0.000000
FILLER_23_55,VGND,li1,31.0500,76.1600,0.000000
FILLER_23_51,VGND,li1,29.9000,76.1600,0.000000
FILLER_23_39,VGND,li1,26.2200,76.1600,0.000000
FILLER_23_27,VGND,li1,20.7000,76.1600,0.000000
FILLER_23_15,VGND,li1,15.1800,76.1600,0.000000
FILLER_23_3,VGND,li1,9.6600,76.1600,0.000000
FILLER_22_177,VGND,li1,87.1700,70.7200,0.000183
FILLER_22_165,VGND,li1,84.1800,70.7200,0.000183
FILLER_22_151,VGND,li1,76.3600,70.7200,0.000183
FILLER_22_147,VGND,li1,73.3700,70.7200,0.000180
FILLER_22_141,VGND,li1,71.7600,70.7200,0.000180
FILLER_22_136,VGND,li1,69.0000,70.7200,0.000178
FILLER_22_124,VGND,li1,65.3200,70.7200,0.000172
FILLER_22_112,VGND,li1,59.8000,70.7200,0.000164
FILLER_22_93,VGND,li1,48.9900,70.7200,0.000135
FILLER_22_85,VGND,li1,46.4600,70.7200,0.000128
FILLER_22_83,VGND,li1,43.9300,70.7200,0.000122
FILLER_22_71,VGND,li1,40.9400,70.7200,0.000111
FILLER_22_59,VGND,li1,35.4200,70.7200,0.000092
FILLER_22_49,VGND,li1,28.5200,70.7200,0.000066
FILLER_22_41,VGND,li1,26.2200,70.7200,0.000058
FILLER_22_29,VGND,li1,21.6200,70.7200,0.000045
FILLER_22_27,VGND,li1,18.1700,70.7200,0.000045
FILLER_22_19,VGND,li1,16.1000,70.7200,0.000045
FILLER_22_7,VGND,li1,11.5000,70.7200,0.000046
FILLER_21_177,VGND,li1,87.1700,70.7200,0.000183
FILLER_21_169,VGND,li1,85.1000,70.7200,0.000183
FILLER_21_165,VGND,li1,82.1100,70.7200,0.000183
FILLER_21_129,VGND,li1,65.7800,70.7200,0.000172
FILLER_21_109,VGND,li1,56.3500,70.7200,0.000157
FILLER_21_101,VGND,li1,53.8200,70.7200,0.000150
FILLER_21_64,VGND,li1,35.8800,70.7200,0.000092
FILLER_21_38,VGND,li1,23.4600,70.7200,0.000045
FILLER_21_30,VGND,li1,21.1600,70.7200,0.000045
FILLER_21_18,VGND,li1,16.5600,70.7200,0.000045
FILLER_21_6,VGND,li1,11.0400,70.7200,0.000046
FILLER_20_172,VGND,li1,85.1000,65.2800,0.000002
FILLER_20_164,VGND,li1,82.8000,65.2800,0.000002
FILLER_20_152,VGND,li1,78.2000,65.2800,0.000002
FILLER_20_141,VGND,li1,71.3000,65.2800,0.000002
FILLER_20_139,VGND,li1,69.6900,65.2800,0.000001
FILLER_20_122,VGND,li1,64.4000,65.2800,0.000001
FILLER_20_111,VGND,li1,57.2700,65.2800,0.000001
FILLER_20_103,VGND,li1,54.7400,65.2800,0.000001
FILLER_20_97,VGND,li1,50.3700,65.2800,0.000001
FILLER_20_83,VGND,li1,43.9300,65.2800,0.000001
FILLER_20_77,VGND,li1,42.3200,65.2800,0.000001
FILLER_20_65,VGND,li1,38.1800,65.2800,0.000001
FILLER_20_53,VGND,li1,31.7400,65.2800,0.000001
FILLER_20_41,VGND,li1,27.1400,65.2800,0.000001
FILLER_20_29,VGND,li1,21.6200,65.2800,0.000000
FILLER_20_27,VGND,li1,18.1700,65.2800,0.000000
FILLER_20_19,VGND,li1,16.1000,65.2800,0.000000
FILLER_20_7,VGND,li1,11.5000,65.2800,0.000000
FILLER_19_180,VGND,li1,88.7800,65.2800,0.000002
FILLER_19_169,VGND,li1,83.9500,65.2800,0.000002
FILLER_19_166,VGND,li1,82.3400,65.2800,0.000002
FILLER_19_156,VGND,li1,77.9700,65.2800,0.000002
FILLER_19_144,VGND,li1,74.5200,65.2800,0.000002
FILLER_19_132,VGND,li1,69.0000,65.2800,0.000001
FILLER_19_124,VGND,li1,63.2500,65.2800,0.000001
FILLER_19_116,VGND,li1,60.7200,65.2800,0.000001
FILLER_19_109,VGND,li1,56.3500,65.2800,0.000001
FILLER_19_102,VGND,li1,53.1300,65.2800,0.000001
FILLER_19_94,VGND,li1,50.6000,65.2800,0.000001
FILLER_19_86,VGND,li1,45.7700,65.2800,0.000001
FILLER_19_78,VGND,li1,43.2400,65.2800,0.000001
FILLER_19_67,VGND,li1,36.5700,65.2800,0.000001
FILLER_19_55,VGND,li1,31.0500,65.2800,0.000001
FILLER_19_43,VGND,li1,28.0600,65.2800,0.000001
FILLER_19_31,VGND,li1,22.5400,65.2800,0.000000
FILLER_19_19,VGND,li1,17.0200,65.2800,0.000000
FILLER_19_7,VGND,li1,11.5000,65.2800,0.000000
FILLER_18_180,VGND,li1,88.7800,59.8400,0.000057
FILLER_18_163,VGND,li1,80.7300,59.8400,0.000055
FILLER_18_155,VGND,li1,78.6600,59.8400,0.000054
FILLER_18_139,VGND,li1,69.6900,59.8400,0.000046
FILLER_18_133,VGND,li1,68.0800,59.8400,0.000046
FILLER_18_120,VGND,li1,62.5600,59.8400,0.000042
FILLER_18_103,VGND,li1,54.7400,59.8400,0.000037
FILLER_18_91,VGND,li1,50.1400,59.8400,0.000033
FILLER_18_85,VGND,li1,44.8500,59.8400,0.000029
FILLER_18_83,VGND,li1,43.9300,59.8400,0.000029
FILLER_18_71,VGND,li1,40.9400,59.8400,0.000027
FILLER_18_64,VGND,li1,35.6500,59.8400,0.000023
FILLER_18_38,VGND,li1,24.8400,59.8400,0.000015
FILLER_18_29,VGND,li1,20.2400,59.8400,0.000018
FILLER_18_27,VGND,li1,18.1700,59.8400,0.000018
FILLER_18_15,VGND,li1,15.1800,59.8400,0.000018
FILLER_18_3,VGND,li1,9.6600,59.8400,0.000018
FILLER_17_181,VGND,li1,89.0100,59.8400,0.000057
FILLER_17_175,VGND,li1,87.4000,59.8400,0.000057
FILLER_17_146,VGND,li1,72.9100,59.8400,0.000050
FILLER_17_142,VGND,li1,71.7600,59.8400,0.000048
FILLER_17_130,VGND,li1,68.0800,59.8400,0.000046
FILLER_17_123,VGND,li1,63.0200,59.8400,0.000042
FILLER_17_106,VGND,li1,55.6600,59.8400,0.000037
FILLER_17_97,VGND,li1,50.8300,59.8400,0.000033
FILLER_17_86,VGND,li1,45.3100,59.8400,0.000029
FILLER_17_76,VGND,li1,40.9400,59.8400,0.000027
FILLER_17_64,VGND,li1,37.7200,59.8400,0.000024
FILLER_17_55,VGND,li1,31.0500,59.8400,0.000019
FILLER_17_49,VGND,li1,29.4400,59.8400,0.000018
FILLER_17_43,VGND,li1,25.5300,59.8400,0.000015
FILLER_17_19,VGND,li1,16.1000,59.8400,0.000018
FILLER_17_7,VGND,li1,11.5000,59.8400,0.000018
FILLER_16_165,VGND,li1,81.6500,54.4000,0.000312
FILLER_16_161,VGND,li1,80.5000,54.4000,0.000312
FILLER_16_153,VGND,li1,76.3600,54.4000,0.000309
FILLER_16_145,VGND,li1,72.4500,54.4000,0.000306
FILLER_16_141,VGND,li1,71.3000,54.4000,0.000306
FILLER_16_138,VGND,li1,69.4600,54.4000,0.000304
FILLER_16_130,VGND,li1,67.1600,54.4000,0.000303
FILLER_16_123,VGND,li1,62.3300,54.4000,0.000269
FILLER_16_118,VGND,li1,60.0300,54.4000,0.000255
FILLER_16_114,VGND,li1,58.8800,54.4000,0.000255
FILLER_16_108,VGND,li1,55.6600,54.4000,0.000229
FILLER_16_100,VGND,li1,53.3600,54.4000,0.000219
FILLER_16_85,VGND,li1,44.8500,54.4000,0.000176
FILLER_16_78,VGND,li1,42.7800,54.4000,0.000164
FILLER_16_66,VGND,li1,38.6400,54.4000,0.000135
FILLER_16_59,VGND,li1,33.3500,54.4000,0.000110
FILLER_16_51,VGND,li1,30.8200,54.4000,0.000094
FILLER_16_44,VGND,li1,26.2200,54.4000,0.000069
FILLER_16_29,VGND,li1,19.7800,54.4000,0.000060
FILLER_16_27,VGND,li1,18.1700,54.4000,0.000060
FILLER_16_15,VGND,li1,15.1800,54.4000,0.000061
FILLER_16_3,VGND,li1,9.6600,54.4000,0.000062
FILLER_15_177,VGND,li1,87.1700,54.4000,0.000316
FILLER_15_169,VGND,li1,85.1000,54.4000,0.000316
FILLER_15_162,VGND,li1,81.4200,54.4000,0.000312
FILLER_15_150,VGND,li1,77.2800,54.4000,0.000309
FILLER_15_113,VGND,li1,60.2600,54.4000,0.000255
FILLER_15_108,VGND,li1,56.1200,54.4000,0.000240
FILLER_15_100,VGND,li1,52.4400,54.4000,0.000219
FILLER_15_88,VGND,li1,48.7600,54.4000,0.000190
FILLER_15_76,VGND,li1,43.2400,54.4000,0.000164
FILLER_15_64,VGND,li1,37.7200,54.4000,0.000135
FILLER_15_57,VGND,li1,32.2000,54.4000,0.000094
FILLER_15_53,VGND,li1,30.5900,54.4000,0.000094
FILLER_15_47,VGND,li1,27.3700,54.4000,0.000069
FILLER_15_35,VGND,li1,24.3800,54.4000,0.000059
FILLER_15_23,VGND,li1,18.8600,54.4000,0.000060
FILLER_15_7,VGND,li1,11.5000,54.4000,0.000061
FILLER_14_180,VGND,li1,88.7800,48.9600,0.000201
FILLER_14_162,VGND,li1,80.5000,48.9600,0.000200
FILLER_14_154,VGND,li1,78.2000,48.9600,0.000198
FILLER_14_149,VGND,li1,74.5200,48.9600,0.000195
FILLER_14_141,VGND,li1,72.2200,48.9600,0.000193
FILLER_14_139,VGND,li1,69.6900,48.9600,0.000191
FILLER_14_135,VGND,li1,67.8500,48.9600,0.000190
FILLER_14_125,VGND,li1,63.2500,48.9600,0.000186
FILLER_14_119,VGND,li1,61.6400,48.9600,0.000186
FILLER_14_80,VGND,li1,43.2400,48.9600,0.000165
FILLER_14_60,VGND,li1,34.0400,48.9600,0.000144
FILLER_14_25,VGND,li1,17.7100,48.9600,0.000095
FILLER_14_3,VGND,li1,7.3600,48.9600,0.000102
FILLER_13_177,VGND,li1,87.1700,48.9600,0.000201
FILLER_13_169,VGND,li1,85.1000,48.9600,0.000201
FILLER_13_136,VGND,li1,69.4600,48.9600,0.000191
FILLER_13_119,VGND,li1,60.4900,48.9600,0.000184
FILLER_13_113,VGND,li1,58.8800,48.9600,0.000182
FILLER_13_97,VGND,li1,50.8300,48.9600,0.000177
FILLER_13_80,VGND,li1,45.0800,48.9600,0.000170
FILLER_13_54,VGND,li1,30.8200,48.9600,0.000123
FILLER_13_48,VGND,li1,27.8300,48.9600,0.000104
FILLER_13_36,VGND,li1,24.8400,48.9600,0.000084
FILLER_13_3,VGND,li1,7.8200,48.9600,0.000102
FILLER_12_177,VGND,li1,87.1700,43.5200,0.000236
FILLER_12_160,VGND,li1,79.3500,43.5200,0.000233
FILLER_12_154,VGND,li1,77.7400,43.5200,0.000233
FILLER_12_145,VGND,li1,72.4500,43.5200,0.000228
FILLER_12_141,VGND,li1,71.3000,43.5200,0.000228
FILLER_12_137,VGND,li1,69.2300,43.5200,0.000226
FILLER_12_129,VGND,li1,66.7000,43.5200,0.000225
FILLER_12_120,VGND,li1,61.1800,43.5200,0.000221
FILLER_12_108,VGND,li1,57.9600,43.5200,0.000217
FILLER_12_99,VGND,li1,51.2900,43.5200,0.000212
FILLER_12_95,VGND,li1,50.1400,43.5200,0.000212
FILLER_12_85,VGND,li1,46.0000,43.5200,0.000198
FILLER_12_83,VGND,li1,43.9300,43.5200,0.000185
FILLER_12_72,VGND,li1,39.5600,43.5200,0.000157
FILLER_12_60,VGND,li1,35.8800,43.5200,0.000134
FILLER_12_47,VGND,li1,27.3700,43.5200,0.000080
FILLER_12_41,VGND,li1,25.7600,43.5200,0.000066
FILLER_12_29,VGND,li1,21.6200,43.5200,0.000067
FILLER_12_27,VGND,li1,18.1700,43.5200,0.000068
FILLER_12_15,VGND,li1,15.1800,43.5200,0.000069
FILLER_12_3,VGND,li1,9.6600,43.5200,0.000070
FILLER_11_177,VGND,li1,87.1700,43.5200,0.000236
FILLER_11_169,VGND,li1,85.1000,43.5200,0.000236
FILLER_11_165,VGND,li1,82.1100,43.5200,0.000236
FILLER_11_153,VGND,li1,78.6600,43.5200,0.000233
FILLER_11_139,VGND,li1,69.9200,43.5200,0.000226
FILLER_11_131,VGND,li1,67.6200,43.5200,0.000225
FILLER_11_119,VGND,li1,63.0200,43.5200,0.000222
FILLER_11_113,VGND,li1,57.7300,43.5200,0.000217
FILLER_11_111,VGND,li1,56.8100,43.5200,0.000217
FILLER_11_106,VGND,li1,54.7400,43.5200,0.000216
FILLER_11_84,VGND,li1,44.6200,43.5200,0.000185
FILLER_11_76,VGND,li1,42.3200,43.5200,0.000173
FILLER_11_65,VGND,li1,36.1100,43.5200,0.000134
FILLER_11_57,VGND,li1,33.5800,43.5200,0.000119
FILLER_11_55,VGND,li1,31.0500,43.5200,0.000103
FILLER_11_49,VGND,li1,29.4400,43.5200,0.000092
FILLER_11_37,VGND,li1,25.3000,43.5200,0.000066
FILLER_11_25,VGND,li1,19.7800,43.5200,0.000068
FILLER_11_13,VGND,li1,14.2600,43.5200,0.000069
FILLER_11_3,VGND,li1,7.3600,43.5200,0.000070
FILLER_10_178,VGND,li1,88.3200,38.0800,0.000357
FILLER_10_141,VGND,li1,71.3000,38.0800,0.000349
FILLER_10_132,VGND,li1,68.0800,38.0800,0.000346
FILLER_10_126,VGND,li1,63.7100,38.0800,0.000330
FILLER_10_119,VGND,li1,60.4900,38.0800,0.000311
FILLER_10_113,VGND,li1,58.8800,38.0800,0.000291
FILLER_10_85,VGND,li1,44.8500,38.0800,0.000216
FILLER_10_82,VGND,li1,43.7000,38.0800,0.000204
FILLER_10_63,VGND,li1,35.1900,38.0800,0.000150
FILLER_9_181,VGND,li1,89.0100,38.0800,0.000357
FILLER_9_169,VGND,li1,86.0200,38.0800,0.000357
FILLER_9_167,VGND,li1,82.5700,38.0800,0.000357
FILLER_9_161,VGND,li1,80.9600,38.0800,0.000357
FILLER_9_119,VGND,li1,60.7200,38.0800,0.000311
FILLER_9_104,VGND,li1,55.2000,38.0800,0.000279
FILLER_9_99,VGND,li1,51.2900,38.0800,0.000255
FILLER_9_93,VGND,li1,48.5300,38.0800,0.000229
FILLER_9_87,VGND,li1,46.9200,38.0800,0.000229
FILLER_9_75,VGND,li1,42.7800,38.0800,0.000204
FILLER_9_69,VGND,li1,37.4900,38.0800,0.000171
FILLER_9_57,VGND,li1,34.5000,38.0800,0.000150
FILLER_9_53,VGND,li1,30.5900,38.0800,0.000124
FILLER_9_49,VGND,li1,28.2900,38.0800,0.000109
FILLER_9_30,VGND,li1,20.0100,38.0800,0.000094
FILLER_8_181,VGND,li1,89.0100,32.6400,0.000132
FILLER_8_177,VGND,li1,87.8600,32.6400,0.000132
FILLER_8_165,VGND,li1,84.1800,32.6400,0.000132
FILLER_8_153,VGND,li1,78.6600,32.6400,0.000132
FILLER_8_141,VGND,li1,73.1400,32.6400,0.000132
FILLER_8_137,VGND,li1,69.2300,32.6400,0.000132
FILLER_8_129,VGND,li1,66.7000,32.6400,0.000132
FILLER_8_117,VGND,li1,59.8000,32.6400,0.000131
FILLER_8_112,VGND,li1,57.2700,32.6400,0.000131
FILLER_8_106,VGND,li1,55.6600,32.6400,0.000131
FILLER_8_101,VGND,li1,52.4400,32.6400,0.000130
FILLER_8_95,VGND,li1,49.9100,32.6400,0.000130
FILLER_8_91,VGND,li1,47.6100,32.6400,0.000129
FILLER_8_85,VGND,li1,46.0000,32.6400,0.000129
FILLER_8_82,VGND,li1,43.7000,32.6400,0.000129
FILLER_8_74,VGND,li1,41.4000,32.6400,0.000128
FILLER_8_62,VGND,li1,36.8000,32.6400,0.000127
FILLER_8_53,VGND,li1,30.5900,32.6400,0.000093
FILLER_8_41,VGND,li1,27.1400,32.6400,0.000077
FILLER_8_34,VGND,li1,21.3900,32.6400,0.000069
FILLER_8_26,VGND,li1,17.9400,32.6400,0.000071
FILLER_8_18,VGND,li1,15.6400,32.6400,0.000072
FILLER_8_3,VGND,li1,7.8200,32.6400,0.000076
FILLER_7_181,VGND,li1,89.0100,32.6400,0.000132
FILLER_7_169,VGND,li1,86.0200,32.6400,0.000132
FILLER_7_167,VGND,li1,82.5700,32.6400,0.000132
FILLER_7_161,VGND,li1,80.9600,32.6400,0.000132
FILLER_7_149,VGND,li1,76.8200,32.6400,0.000132
FILLER_7_137,VGND,li1,71.3000,32.6400,0.000132
FILLER_7_125,VGND,li1,65.7800,32.6400,0.000132
FILLER_7_113,VGND,li1,60.2600,32.6400,0.000131
FILLER_7_109,VGND,li1,56.3500,32.6400,0.000131
FILLER_7_88,VGND,li1,46.2300,32.6400,0.000129
FILLER_7_77,VGND,li1,41.1700,32.6400,0.000128
FILLER_7_50,VGND,li1,29.9000,32.6400,0.000093
FILLER_7_38,VGND,li1,25.7600,32.6400,0.000065
FILLER_7_26,VGND,li1,20.2400,32.6400,0.000069
FILLER_7_3,VGND,li1,7.3600,32.6400,0.000076
FILLER_6_181,VGND,li1,89.0100,27.2000,0.000065
FILLER_6_177,VGND,li1,87.8600,27.2000,0.000065
FILLER_6_165,VGND,li1,84.1800,27.2000,0.000065
FILLER_6_153,VGND,li1,78.6600,27.2000,0.000065
FILLER_6_141,VGND,li1,73.1400,27.2000,0.000065
FILLER_6_137,VGND,li1,69.2300,27.2000,0.000065
FILLER_6_109,VGND,li1,56.5800,27.2000,0.000059
FILLER_6_85,VGND,li1,45.0800,27.2000,0.000045
FILLER_6_29,VGND,li1,19.3200,27.2000,0.000016
FILLER_6_25,VGND,li1,17.7100,27.2000,0.000016
FILLER_6_12,VGND,li1,11.2700,27.2000,0.000016
FILLER_6_7,VGND,li1,8.9700,27.2000,0.000016
FILLER_6_3,VGND,li1,7.8200,27.2000,0.000016
FILLER_5_181,VGND,li1,89.0100,27.2000,0.000065
FILLER_5_169,VGND,li1,86.0200,27.2000,0.000065
FILLER_5_160,VGND,li1,80.9600,27.2000,0.000065
FILLER_5_148,VGND,li1,76.3600,27.2000,0.000065
FILLER_5_136,VGND,li1,70.8400,27.2000,0.000065
FILLER_5_124,VGND,li1,65.3200,27.2000,0.000065
FILLER_5_113,VGND,li1,59.3400,27.2000,0.000061
FILLER_5_110,VGND,li1,56.5800,27.2000,0.000059
FILLER_5_102,VGND,li1,54.2800,27.2000,0.000058
FILLER_5_90,VGND,li1,49.6800,27.2000,0.000053
